tSec,ra,dec,range,range_rate,
11590,99999999,99999999,99999999,99999999,
11600,99999999,99999999,99999999,99999999,
11610,99999999,99999999,99999999,99999999,
11620,99999999,99999999,99999999,99999999,
11630,99999999,99999999,99999999,99999999,
11640,99999999,99999999,99999999,99999999,
11650,99999999,99999999,99999999,99999999,
11660,99999999,99999999,99999999,99999999,
11670,99999999,99999999,99999999,99999999,
11680,99999999,99999999,99999999,99999999,
11690,99999999,99999999,99999999,99999999,
11700,99999999,99999999,99999999,99999999,
11710,99999999,99999999,99999999,99999999,
11720,99999999,99999999,99999999,99999999,
11730,99999999,99999999,99999999,99999999,
11740,99999999,99999999,99999999,99999999,
11750,99999999,99999999,99999999,99999999,
11760,99999999,99999999,99999999,99999999,
11770,99999999,99999999,99999999,99999999,
11780,99999999,99999999,99999999,99999999,
11790,99999999,99999999,99999999,99999999,
11800,99999999,99999999,99999999,99999999,
11810,99999999,99999999,99999999,99999999,
11820,99999999,99999999,99999999,99999999,
11830,99999999,99999999,99999999,99999999,
11840,99999999,99999999,99999999,99999999,
11850,99999999,99999999,99999999,99999999,
11860,99999999,99999999,99999999,99999999,
11870,99999999,99999999,99999999,99999999,
11880,99999999,99999999,99999999,99999999,
11890,99999999,99999999,99999999,99999999,
11900,99999999,99999999,99999999,99999999,
11910,99999999,99999999,99999999,99999999,
11920,99999999,99999999,99999999,99999999,
11930,99999999,99999999,99999999,99999999,
11940,99999999,99999999,99999999,99999999,
11950,99999999,99999999,99999999,99999999,
11960,99999999,99999999,99999999,99999999,
11970,99999999,99999999,99999999,99999999,
11980,99999999,99999999,99999999,99999999,
11990,99999999,99999999,99999999,99999999,
12000,99999999,99999999,99999999,99999999,
12010,99999999,99999999,99999999,99999999,
12020,99999999,99999999,99999999,99999999,
12030,99999999,99999999,99999999,99999999,
12040,99999999,99999999,99999999,99999999,
12050,99999999,99999999,99999999,99999999,
12060,99999999,99999999,99999999,99999999,
12070,99999999,99999999,99999999,99999999,
12080,99999999,99999999,99999999,99999999,
12090,99999999,99999999,99999999,99999999,
12100,99999999,99999999,99999999,99999999,
12110,99999999,99999999,99999999,99999999,
12120,99999999,99999999,99999999,99999999,
12130,99999999,99999999,99999999,99999999,
12140,99999999,99999999,99999999,99999999,
12150,99999999,99999999,99999999,99999999,
12160,99999999,99999999,99999999,99999999,
12170,99999999,99999999,99999999,99999999,
12180,99999999,99999999,99999999,99999999,
12190,99999999,99999999,99999999,99999999,
12200,99999999,99999999,99999999,99999999,
12210,99999999,99999999,99999999,99999999,
12220,99999999,99999999,99999999,99999999,
12230,99999999,99999999,99999999,99999999,
12240,99999999,99999999,99999999,99999999,
12250,99999999,99999999,99999999,99999999,
12260,99999999,99999999,99999999,99999999,
12270,99999999,99999999,99999999,99999999,
12280,99999999,99999999,99999999,99999999,
12290,99999999,99999999,99999999,99999999,
12300,99999999,99999999,99999999,99999999,
12310,99999999,99999999,99999999,99999999,
12320,99999999,99999999,99999999,99999999,
12330,99999999,99999999,99999999,99999999,
12340,99999999,99999999,99999999,99999999,
12350,99999999,99999999,99999999,99999999,
12360,99999999,99999999,99999999,99999999,
12370,99999999,99999999,99999999,99999999,
12380,99999999,99999999,99999999,99999999,
12390,99999999,99999999,99999999,99999999,
12400,99999999,99999999,99999999,99999999,
12410,99999999,99999999,99999999,99999999,
12420,99999999,99999999,99999999,99999999,
12430,99999999,99999999,99999999,99999999,
12440,99999999,99999999,99999999,99999999,
12450,99999999,99999999,99999999,99999999,
12460,99999999,99999999,99999999,99999999,
12470,99999999,99999999,99999999,99999999,
12480,99999999,99999999,99999999,99999999,
12490,99999999,99999999,99999999,99999999,
12500,99999999,99999999,99999999,99999999,
12510,99999999,99999999,99999999,99999999,
12520,99999999,99999999,99999999,99999999,
12530,99999999,99999999,99999999,99999999,
12540,99999999,99999999,99999999,99999999,
12550,99999999,99999999,99999999,99999999,
12560,99999999,99999999,99999999,99999999,
12570,99999999,99999999,99999999,99999999,
12580,99999999,99999999,99999999,99999999,
12590,99999999,99999999,99999999,99999999,
12600,99999999,99999999,99999999,99999999,
12610,99999999,99999999,99999999,99999999,
12620,99999999,99999999,99999999,99999999,
12630,99999999,99999999,99999999,99999999,
12640,99999999,99999999,99999999,99999999,
12650,99999999,99999999,99999999,99999999,
12660,99999999,99999999,99999999,99999999,
12670,99999999,99999999,99999999,99999999,
12680,99999999,99999999,99999999,99999999,
12690,99999999,99999999,99999999,99999999,
12700,99999999,99999999,99999999,99999999,
12710,99999999,99999999,99999999,99999999,
12720,99999999,99999999,99999999,99999999,
12730,99999999,99999999,99999999,99999999,
12740,99999999,99999999,99999999,99999999,
12750,99999999,99999999,99999999,99999999,
12760,99999999,99999999,99999999,99999999,
12770,99999999,99999999,99999999,99999999,
12780,99999999,99999999,99999999,99999999,
12790,99999999,99999999,99999999,99999999,
12800,99999999,99999999,99999999,99999999,
12810,99999999,99999999,99999999,99999999,
12820,99999999,99999999,99999999,99999999,
12830,99999999,99999999,99999999,99999999,
12840,99999999,99999999,99999999,99999999,
12850,99999999,99999999,99999999,99999999,
12860,99999999,99999999,99999999,99999999,
12870,99999999,99999999,99999999,99999999,
12880,99999999,99999999,99999999,99999999,
12890,99999999,99999999,99999999,99999999,
12900,99999999,99999999,99999999,99999999,
12910,0.190720759355633,0.00824771718376291,2932414.67572268,-6640.58145615339,
12920,0.1962234742641,0.0192322207810591,2866056.58722735,-6630.80672408849,
12930,0.201989353334046,0.0304771541998244,2799803.31325049,-6619.59985994108,
12940,0.208038732858307,0.0420002394277236,2733669.75737023,-6606.84220666507,
12950,0.214394050960111,0.0538207217414821,2667672.0788831,-6592.40097066892,
12960,0.221080120705447,0.065959518997889,2601827.84384642,-6576.12723806933,
12970,0.228124445850438,0.0784393852863126,2536156.19748934,-6557.85367641081,
12980,0.235557586956344,0.0912850896523695,2470678.06140095,-6537.39186776779,
12990,0.243413587187104,0.104523610291209,2405416.35949052,-6514.52920978439,
13000,0.251730469040902,0.118184344103144,2340396.2774022,-6489.02531041415,
13010,0.260550815641312,0.132299330718508,2275645.56086883,-6460.60778979356,
13020,0.269922453127224,0.146903488912842,2211194.85942373,-6428.9673888209,
13030,0.279899254258369,0.162034861580251,2147078.12296827,-6393.75226881621,
13040,0.29054208774372,0.177734862877845,2083333.05992929,-6354.56137063122,
13050,0.301919943178554,0.194048517472362,2020001.66713604,-6310.93668578714,
13060,0.314111268040522,0.211024676559713,1957130.84309263,-6262.35427846238,
13070,0.32720556115679,0.228716187867071,1894773.09798258,-6208.2138884701,
13080,0.341305276611219,0.247179986332536,1832987.37544535,-6147.82694667505,
13090,0.35652810334443,0.266477057433797,1771840.00277418,-6080.40285335052,
13100,0.373009698671214,0.286672204659492,1711405.78746659,-6005.0334187002,
13110,0.390906968193138,0.307833524362362,1651769.27863454,-5920.67546112493,
13120,0.41040199898978,0.330031452632996,1593026.2110487,-5826.13172917785,
13130,0.431706765039325,0.353337196782477,1535285.14663417,-5720.03059519522,
13140,0.4550687285769,0.377820295077749,1478669.3216889,-5600.80541422804,
13150,0.480777449161527,0.403544959351127,1423318.69599925,-5466.67511919872,
13160,0.509172266520285,0.430564744463946,1369392.17965828,-5315.62861482481,
13170,0.540651013648585,0.458914959273702,1317069.98116925,-5145.41692625914,
13180,0.575679491570208,0.488602098463668,1266555.97195345,-4953.55891966979,
13190,0.614801011332563,0.519589465238242,1218079.89295695,-4737.36873059351,
13200,0.658644548329006,0.551778137777329,1171899.13482195,-4494.01562461572,
13210,0.707928765484459,0.584982630577194,1128299.70360096,-4220.62935365561,
13220,0.763457107883505,0.61890122248162,1087595.84647766,-3914.46510593387,
13230,0.826096170129161,0.653082276620025,1050127.6776506,-3573.14011711045,
13240,0.89672576318159,0.686890350191962,1016256.05574209,-3194.94649910155,
13250,0.976145768149897,0.719479788250251,986353.988417309,-2779.22937942523,
13260,1.06492533112793,0.749788601514594,960794.063957586,-2326.79504016356,
13270,1.1631906997734,0.776570173645299,939931.912306869,-1840.28337915055,
13280,1.27037688159696,0.798480806228668,924086.498382433,-1324.41202802154,
13290,1.38501580250058,0.814231200724263,913519.040759811,-785.991325504491,
13300,1.50467714714139,0.82278542527311,908413.257881542,-233.635841909211,
13310,1.62616757815237,0.823557823334034,908860.08716224,322.835965441961,
13320,1.74599195821551,0.816538282173355,914849.668762725,873.233590734118,
13330,1.86093055932808,0.802293230638075,926272.174794344,1407.90156772536,
13340,1.96851015909323,0.781841930880139,942927.319134601,1918.51934752651,
13350,2.06721673767542,0.756460214179145,964540.694348847,2398.64857095115,
13360,2.15644660618235,0.727481453308597,990784.012509651,2843.96356592547,
13370,2.23629895764826,0.696144797402709,1021296.13137602,3252.18784784382,
13380,2.30732719521321,0.663507402134107,1055702.30373955,3622.81876223947,
13390,2.37032417317485,0.630412558240771,1093630.03876032,3956.74185151709,
13400,2.42616842307582,0.597495607978471,1134720.93623622,4255.82370712791,
13410,2.47572857058943,0.565210043326112,1178638.60546994,4522.54344329493,
13420,2.51981171102508,0.53386099840474,1225073.22925695,4759.69312136754,
13430,2.55914072875013,0.50363849524715,1273743.51501026,4970.15456902842,
13440,2.59434880316164,0.474646701011614,1324396.77276038,5156.74613871031,
13450,2.62598313711331,0.446927909926236,1376807.75826684,5322.12661666206,
13460,2.65451299033646,0.420481295458275,1430776.78190645,5468.74218156626,
13470,2.68033919630144,0.395277082449394,1486127.44845299,5598.80369418568,
13480,2.70380366026933,0.37126697752077,1542704.27751943,5714.28404845931,
13490,2.72519811693263,0.348391674880998,1600370.3647383,5816.92788569764,
13500,2.74477186425491,0.326586144885581,1659005.17837053,5908.26822046295,
13510,2.7627384224539,0.305783278884281,1718502.54080785,5989.6463038981,
13520,2.77928118075505,0.28591633676972,1778768.81463314,6062.23236700948,
13530,2.79455814246,0.266920535260754,1839721.29426158,6127.04581591533,
13540,2.80870589194753,0.248734027923839,1901286.79327141,6184.974081466,
13550,2.8218429030011,0.231298460603152,1963400.41176856,6236.78973751052,
13560,2.8340722959982,0.21455923511318,2026004.46567025,6283.16576066532,
13570,2.84548413713126,0.19846557635272,2089047.55936383,6324.68895897747,
13580,2.85615735853648,0.182970470387414,2152483.7839463,6361.87168284527,
13590,2.8661613651609,0.168030521012768,2216272.02462269,6395.16197367254,
13600,2.87555738283166,0.153605757881551,2280375.36248872,6424.95232072992,
13610,2.88439959235445,0.139659418955288,2344760.55763208,6451.58719564785,
13620,2.89273608643547,0.126157722695433,2409397.60213697,6475.36952401968,
13630,2.90060967959481,0.113069640216456,2474259.33310147,6496.56623925615,
13640,2.90805859580969,0.100366673974653,2539321.09714972,6515.41304786763,
13650,2.91511705419253,0.0880226470233198,2604560.45913223,6532.11851938973,
13660,2.92181576939659,0.0760135051096221,2669956.94876363,6546.86759912129,
13670,2.92818238049979,0.0643171326926195,2735491.83985918,6559.82462816023,
13680,2.93424181971997,0.0529131831615581,2801147.95761422,6571.13594307033,
13690,2.94001663035997,0.0417829230114617,2866909.51003949,6580.93211688869,
13700,2.94552724178288,0.0309090894053998,2932761.9402357,6589.32989399715,
13710,2.95079220791069,0.0202757603598886,2998691.79667499,6596.43386349769,
13720,2.95582841466604,0.00986823668932335,3064686.61906915,6602.33790900005,
13730,99999999,99999999,99999999,99999999,
13740,99999999,99999999,99999999,99999999,
13750,99999999,99999999,99999999,99999999,
13760,99999999,99999999,99999999,99999999,
13770,99999999,99999999,99999999,99999999,
13780,99999999,99999999,99999999,99999999,
13790,99999999,99999999,99999999,99999999,
13800,99999999,99999999,99999999,99999999,
13810,99999999,99999999,99999999,99999999,
13820,99999999,99999999,99999999,99999999,
13830,99999999,99999999,99999999,99999999,
13840,99999999,99999999,99999999,99999999,
13850,99999999,99999999,99999999,99999999,
13860,99999999,99999999,99999999,99999999,
13870,99999999,99999999,99999999,99999999,
13880,99999999,99999999,99999999,99999999,
13890,99999999,99999999,99999999,99999999,
13900,99999999,99999999,99999999,99999999,
13910,99999999,99999999,99999999,99999999,
13920,99999999,99999999,99999999,99999999,
13930,99999999,99999999,99999999,99999999,
13940,99999999,99999999,99999999,99999999,
13950,99999999,99999999,99999999,99999999,
13960,99999999,99999999,99999999,99999999,
13970,99999999,99999999,99999999,99999999,
13980,99999999,99999999,99999999,99999999,
13990,99999999,99999999,99999999,99999999,
14000,99999999,99999999,99999999,99999999,
14010,99999999,99999999,99999999,99999999,
14020,99999999,99999999,99999999,99999999,
14030,99999999,99999999,99999999,99999999,
14040,99999999,99999999,99999999,99999999,
14050,99999999,99999999,99999999,99999999,
14060,99999999,99999999,99999999,99999999,
14070,99999999,99999999,99999999,99999999,
14080,99999999,99999999,99999999,99999999,
14090,99999999,99999999,99999999,99999999,
14100,99999999,99999999,99999999,99999999,
14110,99999999,99999999,99999999,99999999,
14120,99999999,99999999,99999999,99999999,
14130,99999999,99999999,99999999,99999999,
14140,99999999,99999999,99999999,99999999,
14150,99999999,99999999,99999999,99999999,
14160,99999999,99999999,99999999,99999999,
14170,99999999,99999999,99999999,99999999,
14180,99999999,99999999,99999999,99999999,
14190,99999999,99999999,99999999,99999999,
14200,99999999,99999999,99999999,99999999,
14210,99999999,99999999,99999999,99999999,
14220,99999999,99999999,99999999,99999999,
14230,99999999,99999999,99999999,99999999,
14240,99999999,99999999,99999999,99999999,
14250,99999999,99999999,99999999,99999999,
14260,99999999,99999999,99999999,99999999,
14270,99999999,99999999,99999999,99999999,
14280,99999999,99999999,99999999,99999999,
14290,99999999,99999999,99999999,99999999,
14300,99999999,99999999,99999999,99999999,
14310,99999999,99999999,99999999,99999999,
14320,99999999,99999999,99999999,99999999,
14330,99999999,99999999,99999999,99999999,
14340,99999999,99999999,99999999,99999999,
14350,99999999,99999999,99999999,99999999,
14360,99999999,99999999,99999999,99999999,
14370,99999999,99999999,99999999,99999999,
14380,99999999,99999999,99999999,99999999,
14390,99999999,99999999,99999999,99999999,
14400,99999999,99999999,99999999,99999999,
14410,99999999,99999999,99999999,99999999,
14420,99999999,99999999,99999999,99999999,
14430,99999999,99999999,99999999,99999999,
14440,99999999,99999999,99999999,99999999,
14450,99999999,99999999,99999999,99999999,
14460,99999999,99999999,99999999,99999999,
14470,99999999,99999999,99999999,99999999,
14480,99999999,99999999,99999999,99999999,
14490,99999999,99999999,99999999,99999999,
14500,99999999,99999999,99999999,99999999,
14510,99999999,99999999,99999999,99999999,
14520,99999999,99999999,99999999,99999999,
14530,99999999,99999999,99999999,99999999,
14540,99999999,99999999,99999999,99999999,
14550,99999999,99999999,99999999,99999999,
14560,99999999,99999999,99999999,99999999,
14570,99999999,99999999,99999999,99999999,
14580,99999999,99999999,99999999,99999999,
14590,99999999,99999999,99999999,99999999,
14600,99999999,99999999,99999999,99999999,
14610,99999999,99999999,99999999,99999999,
14620,99999999,99999999,99999999,99999999,
14630,99999999,99999999,99999999,99999999,
14640,99999999,99999999,99999999,99999999,
14650,99999999,99999999,99999999,99999999,
14660,99999999,99999999,99999999,99999999,
14670,99999999,99999999,99999999,99999999,
14680,99999999,99999999,99999999,99999999,
14690,99999999,99999999,99999999,99999999,
14700,99999999,99999999,99999999,99999999,
14710,99999999,99999999,99999999,99999999,
14720,99999999,99999999,99999999,99999999,
14730,99999999,99999999,99999999,99999999,
14740,99999999,99999999,99999999,99999999,
14750,99999999,99999999,99999999,99999999,
14760,99999999,99999999,99999999,99999999,
14770,99999999,99999999,99999999,99999999,
14780,99999999,99999999,99999999,99999999,
14790,99999999,99999999,99999999,99999999,
14800,99999999,99999999,99999999,99999999,
14810,99999999,99999999,99999999,99999999,
14820,99999999,99999999,99999999,99999999,
14830,99999999,99999999,99999999,99999999,
14840,99999999,99999999,99999999,99999999,
14850,99999999,99999999,99999999,99999999,
14860,99999999,99999999,99999999,99999999,
14870,99999999,99999999,99999999,99999999,
14880,99999999,99999999,99999999,99999999,
14890,99999999,99999999,99999999,99999999,
14900,99999999,99999999,99999999,99999999,
14910,99999999,99999999,99999999,99999999,
14920,99999999,99999999,99999999,99999999,
14930,99999999,99999999,99999999,99999999,
14940,99999999,99999999,99999999,99999999,
14950,99999999,99999999,99999999,99999999,
14960,99999999,99999999,99999999,99999999,
14970,99999999,99999999,99999999,99999999,
14980,99999999,99999999,99999999,99999999,
14990,99999999,99999999,99999999,99999999,
15000,99999999,99999999,99999999,99999999,
15010,99999999,99999999,99999999,99999999,
15020,99999999,99999999,99999999,99999999,
15030,99999999,99999999,99999999,99999999,
15040,99999999,99999999,99999999,99999999,
15050,99999999,99999999,99999999,99999999,
15060,99999999,99999999,99999999,99999999,
15070,99999999,99999999,99999999,99999999,
15080,99999999,99999999,99999999,99999999,
15090,99999999,99999999,99999999,99999999,
15100,99999999,99999999,99999999,99999999,
15110,99999999,99999999,99999999,99999999,
15120,99999999,99999999,99999999,99999999,
15130,99999999,99999999,99999999,99999999,
15140,99999999,99999999,99999999,99999999,
15150,99999999,99999999,99999999,99999999,
15160,99999999,99999999,99999999,99999999,
15170,99999999,99999999,99999999,99999999,
15180,99999999,99999999,99999999,99999999,
15190,99999999,99999999,99999999,99999999,
15200,99999999,99999999,99999999,99999999,
15210,99999999,99999999,99999999,99999999,
15220,99999999,99999999,99999999,99999999,
15230,99999999,99999999,99999999,99999999,
15240,99999999,99999999,99999999,99999999,
15250,99999999,99999999,99999999,99999999,
15260,99999999,99999999,99999999,99999999,
15270,99999999,99999999,99999999,99999999,
15280,99999999,99999999,99999999,99999999,
15290,99999999,99999999,99999999,99999999,
15300,99999999,99999999,99999999,99999999,
15310,99999999,99999999,99999999,99999999,
15320,99999999,99999999,99999999,99999999,
15330,99999999,99999999,99999999,99999999,
15340,99999999,99999999,99999999,99999999,
15350,99999999,99999999,99999999,99999999,
15360,99999999,99999999,99999999,99999999,
15370,99999999,99999999,99999999,99999999,
15380,99999999,99999999,99999999,99999999,
15390,99999999,99999999,99999999,99999999,
15400,99999999,99999999,99999999,99999999,
15410,99999999,99999999,99999999,99999999,
15420,99999999,99999999,99999999,99999999,
15430,99999999,99999999,99999999,99999999,
15440,99999999,99999999,99999999,99999999,
15450,99999999,99999999,99999999,99999999,
15460,99999999,99999999,99999999,99999999,
15470,99999999,99999999,99999999,99999999,
15480,99999999,99999999,99999999,99999999,
15490,99999999,99999999,99999999,99999999,
15500,99999999,99999999,99999999,99999999,
15510,99999999,99999999,99999999,99999999,
15520,99999999,99999999,99999999,99999999,
15530,99999999,99999999,99999999,99999999,
15540,99999999,99999999,99999999,99999999,
15550,99999999,99999999,99999999,99999999,
15560,99999999,99999999,99999999,99999999,
15570,99999999,99999999,99999999,99999999,
15580,99999999,99999999,99999999,99999999,
15590,99999999,99999999,99999999,99999999,
15600,99999999,99999999,99999999,99999999,
15610,99999999,99999999,99999999,99999999,
15620,99999999,99999999,99999999,99999999,
15630,99999999,99999999,99999999,99999999,
15640,99999999,99999999,99999999,99999999,
15650,99999999,99999999,99999999,99999999,
15660,99999999,99999999,99999999,99999999,
15670,99999999,99999999,99999999,99999999,
15680,99999999,99999999,99999999,99999999,
15690,99999999,99999999,99999999,99999999,
15700,99999999,99999999,99999999,99999999,
15710,99999999,99999999,99999999,99999999,
15720,99999999,99999999,99999999,99999999,
15730,99999999,99999999,99999999,99999999,
15740,99999999,99999999,99999999,99999999,
15750,99999999,99999999,99999999,99999999,
15760,99999999,99999999,99999999,99999999,
15770,99999999,99999999,99999999,99999999,
15780,99999999,99999999,99999999,99999999,
15790,99999999,99999999,99999999,99999999,
15800,99999999,99999999,99999999,99999999,
15810,99999999,99999999,99999999,99999999,
15820,99999999,99999999,99999999,99999999,
15830,99999999,99999999,99999999,99999999,
15840,99999999,99999999,99999999,99999999,
15850,99999999,99999999,99999999,99999999,
15860,99999999,99999999,99999999,99999999,
15870,99999999,99999999,99999999,99999999,
15880,99999999,99999999,99999999,99999999,
15890,99999999,99999999,99999999,99999999,
15900,99999999,99999999,99999999,99999999,
15910,99999999,99999999,99999999,99999999,
15920,99999999,99999999,99999999,99999999,
15930,99999999,99999999,99999999,99999999,
15940,99999999,99999999,99999999,99999999,
15950,99999999,99999999,99999999,99999999,
15960,99999999,99999999,99999999,99999999,
15970,99999999,99999999,99999999,99999999,
15980,99999999,99999999,99999999,99999999,
15990,99999999,99999999,99999999,99999999,
16000,99999999,99999999,99999999,99999999,
16010,99999999,99999999,99999999,99999999,
16020,99999999,99999999,99999999,99999999,
16030,99999999,99999999,99999999,99999999,
16040,99999999,99999999,99999999,99999999,
16050,99999999,99999999,99999999,99999999,
16060,99999999,99999999,99999999,99999999,
16070,99999999,99999999,99999999,99999999,
16080,99999999,99999999,99999999,99999999,
16090,99999999,99999999,99999999,99999999,
16100,99999999,99999999,99999999,99999999,
16110,99999999,99999999,99999999,99999999,
16120,99999999,99999999,99999999,99999999,
16130,99999999,99999999,99999999,99999999,
16140,99999999,99999999,99999999,99999999,
16150,99999999,99999999,99999999,99999999,
16160,99999999,99999999,99999999,99999999,
16170,99999999,99999999,99999999,99999999,
16180,99999999,99999999,99999999,99999999,
16190,99999999,99999999,99999999,99999999,
16200,99999999,99999999,99999999,99999999,
16210,99999999,99999999,99999999,99999999,
16220,99999999,99999999,99999999,99999999,
16230,99999999,99999999,99999999,99999999,
16240,99999999,99999999,99999999,99999999,
16250,99999999,99999999,99999999,99999999,
16260,99999999,99999999,99999999,99999999,
16270,99999999,99999999,99999999,99999999,
16280,99999999,99999999,99999999,99999999,
16290,99999999,99999999,99999999,99999999,
16300,99999999,99999999,99999999,99999999,
16310,99999999,99999999,99999999,99999999,
16320,99999999,99999999,99999999,99999999,
16330,99999999,99999999,99999999,99999999,
16340,99999999,99999999,99999999,99999999,
16350,99999999,99999999,99999999,99999999,
16360,99999999,99999999,99999999,99999999,
16370,99999999,99999999,99999999,99999999,
16380,99999999,99999999,99999999,99999999,
16390,99999999,99999999,99999999,99999999,
16400,99999999,99999999,99999999,99999999,
16410,99999999,99999999,99999999,99999999,
16420,99999999,99999999,99999999,99999999,
16430,99999999,99999999,99999999,99999999,
16440,99999999,99999999,99999999,99999999,
16450,99999999,99999999,99999999,99999999,
16460,99999999,99999999,99999999,99999999,
16470,99999999,99999999,99999999,99999999,
16480,99999999,99999999,99999999,99999999,
16490,99999999,99999999,99999999,99999999,
16500,99999999,99999999,99999999,99999999,
16510,99999999,99999999,99999999,99999999,
16520,99999999,99999999,99999999,99999999,
16530,99999999,99999999,99999999,99999999,
16540,99999999,99999999,99999999,99999999,
16550,99999999,99999999,99999999,99999999,
16560,99999999,99999999,99999999,99999999,
16570,99999999,99999999,99999999,99999999,
16580,99999999,99999999,99999999,99999999,
16590,99999999,99999999,99999999,99999999,
16600,99999999,99999999,99999999,99999999,
16610,99999999,99999999,99999999,99999999,
16620,99999999,99999999,99999999,99999999,
16630,99999999,99999999,99999999,99999999,
16640,99999999,99999999,99999999,99999999,
16650,99999999,99999999,99999999,99999999,
16660,99999999,99999999,99999999,99999999,
16670,99999999,99999999,99999999,99999999,
16680,99999999,99999999,99999999,99999999,
16690,99999999,99999999,99999999,99999999,
16700,99999999,99999999,99999999,99999999,
16710,99999999,99999999,99999999,99999999,
16720,99999999,99999999,99999999,99999999,
16730,99999999,99999999,99999999,99999999,
16740,99999999,99999999,99999999,99999999,
16750,99999999,99999999,99999999,99999999,
16760,99999999,99999999,99999999,99999999,
16770,99999999,99999999,99999999,99999999,
16780,99999999,99999999,99999999,99999999,
16790,99999999,99999999,99999999,99999999,
16800,99999999,99999999,99999999,99999999,
16810,99999999,99999999,99999999,99999999,
16820,99999999,99999999,99999999,99999999,
16830,99999999,99999999,99999999,99999999,
16840,99999999,99999999,99999999,99999999,
16850,99999999,99999999,99999999,99999999,
16860,99999999,99999999,99999999,99999999,
16870,99999999,99999999,99999999,99999999,
16880,99999999,99999999,99999999,99999999,
16890,99999999,99999999,99999999,99999999,
16900,99999999,99999999,99999999,99999999,
16910,99999999,99999999,99999999,99999999,
16920,99999999,99999999,99999999,99999999,
16930,99999999,99999999,99999999,99999999,
16940,99999999,99999999,99999999,99999999,
16950,99999999,99999999,99999999,99999999,
16960,99999999,99999999,99999999,99999999,
16970,99999999,99999999,99999999,99999999,
16980,99999999,99999999,99999999,99999999,
16990,99999999,99999999,99999999,99999999,
17000,99999999,99999999,99999999,99999999,
17010,99999999,99999999,99999999,99999999,
17020,99999999,99999999,99999999,99999999,
17030,99999999,99999999,99999999,99999999,
17040,99999999,99999999,99999999,99999999,
17050,99999999,99999999,99999999,99999999,
17060,99999999,99999999,99999999,99999999,
17070,99999999,99999999,99999999,99999999,
17080,99999999,99999999,99999999,99999999,
17090,99999999,99999999,99999999,99999999,
17100,99999999,99999999,99999999,99999999,
17110,99999999,99999999,99999999,99999999,
17120,99999999,99999999,99999999,99999999,
17130,99999999,99999999,99999999,99999999,
17140,99999999,99999999,99999999,99999999,
17150,99999999,99999999,99999999,99999999,
17160,99999999,99999999,99999999,99999999,
17170,99999999,99999999,99999999,99999999,
17180,99999999,99999999,99999999,99999999,
17190,99999999,99999999,99999999,99999999,
17200,99999999,99999999,99999999,99999999,
17210,99999999,99999999,99999999,99999999,
17220,99999999,99999999,99999999,99999999,
17230,99999999,99999999,99999999,99999999,
17240,99999999,99999999,99999999,99999999,
17250,99999999,99999999,99999999,99999999,
17260,99999999,99999999,99999999,99999999,
17270,99999999,99999999,99999999,99999999,
